gene,sample_A,sample_B,sample_C
arharahy.Tifrunner.gnm1.Arahy.04g00342,15.904,95.283,96.39
arharahy.Tifrunner.gnm1.Arahy.04g00382,77.631,11.781,36.421
arharahy.Tifrunner.gnm1.Arahy.04g00418,89.103,99.022,98.901
arharahy.Tifrunner.gnm1.Arahy.04g00678,15.43,24.917,2.686
arharahy.Tifrunner.gnm1.Arahy.04g00679,78.043,45.783,50.595
arharahy.Tifrunner.gnm1.Arahy.04g00691,57.611,78.767,11.514
arharahy.Tifrunner.gnm1.Arahy.04g00973,23.413,70.564,18.163
arharahy.Tifrunner.gnm1.Arahy.04g01239,77.559,38.066,0.691
arharahy.Tifrunner.gnm1.Arahy.04g01519,53.965,72.398,0.084
arharahy.Tifrunner.gnm1.Arahy.04g01653,87.232,91.687,81.12
arharahy.Tifrunner.gnm1.Arahy.04g01767,21.286,65.336,4.618
arharahy.Tifrunner.gnm1.Arahy.04g01974,95.373,3.083,90.187
arharahy.Tifrunner.gnm1.Arahy.04g02194,26.867,82.115,97.554
arharahy.Tifrunner.gnm1.Arahy.04g02195,82.181,40.566,65.424
arharahy.Tifrunner.gnm1.Arahy.04g02205,12.501,51.558,43.368
arharahy.Tifrunner.gnm1.Arahy.04g02305,93.621,26.697,89.003
arharahy.Tifrunner.gnm1.Arahy.04g02392,60.206,85.912,86.574
arharahy.Tifrunner.gnm1.Arahy.04g02424,80.27,81.637,2.761
arharahy.Tifrunner.gnm1.Arahy.04g02428,49.834,4.351,4.398
arharahy.Tifrunner.gnm1.Arahy.04g02686,49.872,93.864,9.931
arharahy.Tifrunner.gnm1.Arahy.04g02806,27.8,23.961,87.188
arharahy.Tifrunner.gnm1.Arahy.04g02882,3.139,5.088,27.778
arharahy.Tifrunner.gnm1.Arahy.04g03005,59.125,72.957,66.048
arharahy.Tifrunner.gnm1.Arahy.05g00043,99.183,89.174,28.371
arharahy.Tifrunner.gnm1.Arahy.05g00089,38.752,43.768,66.032
arharahy.Tifrunner.gnm1.Arahy.05g00267,63.693,84.76,38.158
arharahy.Tifrunner.gnm1.Arahy.05g00268,50.373,70.253,43.666
arharahy.Tifrunner.gnm1.Arahy.05g00278,87.499,90.655,89.204
arharahy.Tifrunner.gnm1.Arahy.05g00333,70.787,79.999,83.245
arharahy.Tifrunner.gnm1.Arahy.05g00348,73.905,25.497,37.466
arharahy.Tifrunner.gnm1.Arahy.05g00517,50.159,42.908,52.352
arharahy.Tifrunner.gnm1.Arahy.05g00674,29.047,53.921,49.947
arharahy.Tifrunner.gnm1.Arahy.05g00699,6.707,17.034,50.59
arharahy.Tifrunner.gnm1.Arahy.05g00813,88.238,62.777,25.069
arharahy.Tifrunner.gnm1.Arahy.05g00973,72.579,60.436,50.057
arharahy.Tifrunner.gnm1.Arahy.05g01046,17.312,20.724,25.824
arharahy.Tifrunner.gnm1.Arahy.05g01107,57.195,8.216,16.103
arharahy.Tifrunner.gnm1.Arahy.05g02133,20.495,21.88,86.952
arharahy.Tifrunner.gnm1.Arahy.05g02153,83.45,52.415,84.08
arharahy.Tifrunner.gnm1.Arahy.05g02155,91.831,12.267,56.319
arharahy.Tifrunner.gnm1.Arahy.05g02157,2.381,46.103,82.22
arharahy.Tifrunner.gnm1.Arahy.05g02195,21.162,96.984,66.182
arharahy.Tifrunner.gnm1.Arahy.05g02207,0.672,71.837,94.808
arharahy.Tifrunner.gnm1.Arahy.05g02497,25.857,78.057,41.991
arharahy.Tifrunner.gnm1.Arahy.05g02499,92.366,48.298,36.338
arharahy.Tifrunner.gnm1.Arahy.05g02625,82.763,26.592,73.409
arharahy.Tifrunner.gnm1.Arahy.05g02793,46.466,69.573,39.059
arharahy.Tifrunner.gnm1.Arahy.05g02800,29.67,41.769,58.91
arharahy.Tifrunner.gnm1.Arahy.05g02839,23.067,8.452,9.873
arharahy.Tifrunner.gnm1.Arahy.05g02881,68.562,73.859,37.058
arharahy.Tifrunner.gnm1.Arahy.05g02886,65.291,49.155,78.691
arharahy.Tifrunner.gnm1.Arahy.05g02894,66.736,45.012,81.459
arharahy.Tifrunner.gnm1.Arahy.05g02903,93.221,81.642,71.958
arharahy.Tifrunner.gnm1.Arahy.05g03065,38.487,86.133,48.066
arharahy.Tifrunner.gnm1.Arahy.05g03290,39.405,56.214,12.572
arharahy.Tifrunner.gnm1.Arahy.05g03557,50.013,73.739,34.202
arharahy.Tifrunner.gnm1.Arahy.06g00183,64.076,58.612,31.085
arharahy.Tifrunner.gnm1.Arahy.06g00416,88.046,92.657,7.061
arharahy.Tifrunner.gnm1.Arahy.06g00426,36.376,28.752,62.321
arharahy.Tifrunner.gnm1.Arahy.06g00438,51.941,52.922,59.328
arharahy.Tifrunner.gnm1.Arahy.06g00598,50.128,99.607,46.802
arharahy.Tifrunner.gnm1.Arahy.06g00649,29.909,27.587,16.661
arharahy.Tifrunner.gnm1.Arahy.06g00726,43.112,68.694,55.401
arharahy.Tifrunner.gnm1.Arahy.06g01234,69.234,41.415,60.732
arharahy.Tifrunner.gnm1.Arahy.06g01388,59.491,53.621,78.364
arharahy.Tifrunner.gnm1.Arahy.06g01559,23.216,52.619,78.512
arharahy.Tifrunner.gnm1.Arahy.06g01562,27.563,6.17,80.041
arharahy.Tifrunner.gnm1.Arahy.06g01648,13.969,41.489,96.009
arharahy.Tifrunner.gnm1.Arahy.06g01804,20.217,3.742,16.223
arharahy.Tifrunner.gnm1.Arahy.06g01865,86.672,25.694,5.561
arharahy.Tifrunner.gnm1.Arahy.06g01993,8.896,69.63,99.982
arharahy.Tifrunner.gnm1.Arahy.06g01999,82.076,23.907,82.08
arharahy.Tifrunner.gnm1.Arahy.06g02062,89.684,10.849,11.204
arharahy.Tifrunner.gnm1.Arahy.06g02094,86.886,26.285,2.145
arharahy.Tifrunner.gnm1.Arahy.06g02361,35.364,50.177,32.338
arharahy.Tifrunner.gnm1.Arahy.06g02381,52.307,31.978,13.343
arharahy.Tifrunner.gnm1.Arahy.06g02525,28.955,15.348,39.27
arharahy.Tifrunner.gnm1.Arahy.06g02631,34.36,27.648,41.207
arharahy.Tifrunner.gnm1.Arahy.06g02676,45.746,25.295,45.482
arharahy.Tifrunner.gnm1.Arahy.06g02677,95.37,21.112,7.286
arharahy.Tifrunner.gnm1.Arahy.06g02680,45.307,57.187,54.621
arharahy.Tifrunner.gnm1.Arahy.06g02683,65.017,45.628,92.543
arharahy.Tifrunner.gnm1.Arahy.06g02848,65.673,32.818,96.888
arharahy.Tifrunner.gnm1.Arahy.06g02949,95.524,91.387,43.203
arharahy.Tifrunner.gnm1.Arahy.06g03109,87.677,65.705,20.333
arharahy.Tifrunner.gnm1.Arahy.06g03112,84.097,71.205,57.517
arharahy.Tifrunner.gnm1.Arahy.06g03145,71.059,74.455,43.736
arharahy.Tifrunner.gnm1.Arahy.06g03242,25.034,46.398,53.388
arharahy.Tifrunner.gnm1.Arahy.06g03291,14.087,94.455,38.707
arharahy.Tifrunner.gnm1.Arahy.06g03415,4.591,12.267,61.473
arharahy.Tifrunner.gnm1.Arahy.07g00074,58.315,11.084,82.223
arharahy.Tifrunner.gnm1.Arahy.07g00255,73.497,12.891,86.071
arharahy.Tifrunner.gnm1.Arahy.07g00312,93.427,30.652,47.053
arharahy.Tifrunner.gnm1.Arahy.07g00315,70.368,16.812,19.593
arharahy.Tifrunner.gnm1.Arahy.07g00513,80.171,68.4,53.668
arharahy.Tifrunner.gnm1.Arahy.07g00716,13.739,52.521,36.189
arharahy.Tifrunner.gnm1.Arahy.07g00801,11.692,96.61,45.757
arharahy.Tifrunner.gnm1.Arahy.07g00928,43.411,56.459,83.846
arharahy.Tifrunner.gnm1.Arahy.07g00989,88.645,4.861,81.265
arharahy.Tifrunner.gnm1.Arahy.07g01185,0.392,65.498,93.055
arharahy.Tifrunner.gnm1.Arahy.07g01291,84.92,81.319,60.672
arharahy.Tifrunner.gnm1.Arahy.07g01299,5.813,78.663,62.015
arharahy.Tifrunner.gnm1.Arahy.07g01332,85.606,74.121,86.387
arharahy.Tifrunner.gnm1.Arahy.07g01419,83.668,18.787,95.511
arharahy.Tifrunner.gnm1.Arahy.07g01487,45.42,10.086,12.861
arharahy.Tifrunner.gnm1.Arahy.07g01791,77.585,80.165,63.694
arharahy.Tifrunner.gnm1.Arahy.07g01856,57.213,63.391,89.904
arharahy.Tifrunner.gnm1.Arahy.07g01984,73.101,38.269,82.626
arharahy.Tifrunner.gnm1.Arahy.07g02246,81.551,72.313,41.707
arharahy.Tifrunner.gnm1.Arahy.07g02323,18.287,3.565,39.069
arharahy.Tifrunner.gnm1.Arahy.07g02419,42.502,21.707,79.199
arharahy.Tifrunner.gnm1.Arahy.07g02528,60.163,98.541,35.281
arharahy.Tifrunner.gnm1.Arahy.08g00044,52.192,28.795,73.179
arharahy.Tifrunner.gnm1.Arahy.08g00154,38.326,32.303,67.36
arharahy.Tifrunner.gnm1.Arahy.08g00181,9.134,27.652,23.502
arharahy.Tifrunner.gnm1.Arahy.08g00256,64.32,31.388,94.44
arharahy.Tifrunner.gnm1.Arahy.08g00658,59.53,52.705,28.382
arharahy.Tifrunner.gnm1.Arahy.08g00754,67.256,89.397,6.129
arharahy.Tifrunner.gnm1.Arahy.08g00755,88.415,52.922,18.963
arharahy.Tifrunner.gnm1.Arahy.08g00768,94.807,4.927,28.002
arharahy.Tifrunner.gnm1.Arahy.08g00778,1.448,95.476,60.025
arharahy.Tifrunner.gnm1.Arahy.08g00966,73.75,24.675,18.41
arharahy.Tifrunner.gnm1.Arahy.08g00976,5.411,58.426,94.026
arharahy.Tifrunner.gnm1.Arahy.08g01009,56.501,79.122,2.444
arharahy.Tifrunner.gnm1.Arahy.08g01025,26.5,0.391,92.787
arharahy.Tifrunner.gnm1.Arahy.08g01089,20.221,2.405,61.974
arharahy.Tifrunner.gnm1.Arahy.08g01146,46.806,9.619,55.726
arharahy.Tifrunner.gnm1.Arahy.08g01147,23.561,32.855,68.946
arharahy.Tifrunner.gnm1.Arahy.08g01196,93.87,12.922,86.985
arharahy.Tifrunner.gnm1.Arahy.08g01286,47.472,64.307,48.952
arharahy.Tifrunner.gnm1.Arahy.08g01444,35.46,25.726,39.784
arharahy.Tifrunner.gnm1.Arahy.08g01608,43.757,44.381,47.582
arharahy.Tifrunner.gnm1.Arahy.08g01658,22.524,32.049,55.742
arharahy.Tifrunner.gnm1.Arahy.08g01866,10.674,46.815,9.732
arharahy.Tifrunner.gnm1.Arahy.08g01939,90.914,40.629,10.575
arharahy.Tifrunner.gnm1.Arahy.08g01945,89.132,24.706,21.716
arharahy.Tifrunner.gnm1.Arahy.08g01962,77.19,74.498,12.754
arharahy.Tifrunner.gnm1.Arahy.08g02065,26.626,46.267,5.1
arharahy.Tifrunner.gnm1.Arahy.08g02076,13.884,6.897,5.887
arharahy.Tifrunner.gnm1.Arahy.08g02113,64.167,20.769,25.468
arharahy.Tifrunner.gnm1.Arahy.08g02119,85.401,63.659,56.939
arharahy.Tifrunner.gnm1.Arahy.08g02295,43.666,47.255,85.468
arharahy.Tifrunner.gnm1.Arahy.08g02301,53.959,61.303,88.532
arharahy.Tifrunner.gnm1.Arahy.08g02302,50.425,89.164,81.236
arharahy.Tifrunner.gnm1.Arahy.08g02303,47.315,21.522,88.457
arharahy.Tifrunner.gnm1.Arahy.08g02304,56.497,83.135,60.302
arharahy.Tifrunner.gnm1.Arahy.08g02305,60.367,4.34,44.992
arharahy.Tifrunner.gnm1.Arahy.08g02306,11.192,60.051,14.804
arharahy.Tifrunner.gnm1.Arahy.08g02407,44.16,59.945,56.736
arharahy.Tifrunner.gnm1.Arahy.08g02548,78.751,31.506,66.796
arharahy.Tifrunner.gnm1.Arahy.08g02847,8.753,28.782,18.076
arharahy.Tifrunner.gnm1.Arahy.08g02935,78.977,8.957,94.041
arharahy.Tifrunner.gnm1.Arahy.08g02955,18.697,17.728,83.323
arharahy.Tifrunner.gnm1.Arahy.09g00157,70.62,85.637,72.164
arharahy.Tifrunner.gnm1.Arahy.09g00300,32.52,8.884,0.386
arharahy.Tifrunner.gnm1.Arahy.09g00376,27.611,25.143,39.387
arharahy.Tifrunner.gnm1.Arahy.09g00428,87.655,39.23,29.01
arharahy.Tifrunner.gnm1.Arahy.09g00444,21.027,16.037,77.814
arharahy.Tifrunner.gnm1.Arahy.09g00445,80.836,41.84,9.29
arharahy.Tifrunner.gnm1.Arahy.09g00446,14.735,69.002,98.058
arharahy.Tifrunner.gnm1.Arahy.09g00447,70.754,63.154,46.339
arharahy.Tifrunner.gnm1.Arahy.09g00448,15.025,91.985,95.764
arharahy.Tifrunner.gnm1.Arahy.09g00505,39.797,50.023,31.914
arharahy.Tifrunner.gnm1.Arahy.09g00611,46.182,4.696,62.72
arharahy.Tifrunner.gnm1.Arahy.09g00668,90.246,92.008,92.174
arharahy.Tifrunner.gnm1.Arahy.09g00681,31.961,48.24,5.638
arharahy.Tifrunner.gnm1.Arahy.09g00696,91.6,18.836,75.061
arharahy.Tifrunner.gnm1.Arahy.09g00909,21.805,1.426,58.8
arharahy.Tifrunner.gnm1.Arahy.09g01122,89.951,66.56,21.171
arharahy.Tifrunner.gnm1.Arahy.09g01490,97.547,34.211,73.088
arharahy.Tifrunner.gnm1.Arahy.09g01545,42.413,95.734,93.183
arharahy.Tifrunner.gnm1.Arahy.09g01752,88.471,28.369,36.968
arharahy.Tifrunner.gnm1.Arahy.09g01885,41.319,47.943,55.274
arharahy.Tifrunner.gnm1.Arahy.09g01914,30.907,46.252,2.781
arharahy.Tifrunner.gnm1.Arahy.09g01945,28.929,80.343,63.772
arharahy.Tifrunner.gnm1.Arahy.09g01987,22.022,71.174,82.005
arharahy.Tifrunner.gnm1.Arahy.09g02585,35.371,78.895,76.072
arharahy.Tifrunner.gnm1.Arahy.09g02693,41.311,86.386,28.505
arharahy.Tifrunner.gnm1.Arahy.09g02895,82.231,6.506,29.669
arharahy.Tifrunner.gnm1.Arahy.09g03041,41.082,20.07,12.109
arharahy.Tifrunner.gnm1.Arahy.09g03142,31.261,20.401,97.287
arharahy.Tifrunner.gnm1.Arahy.09g03166,75.63,81.763,51.467
arharahy.Tifrunner.gnm1.Arahy.09g03317,10.823,72.909,99.239
arharahy.Tifrunner.gnm1.Arahy.09g03482,39.588,67.462,35.898
arharahy.Tifrunner.gnm1.Arahy.09g03540,81.701,36.093,57.992
arharahy.Tifrunner.gnm1.Arahy.10g00023,32.721,41.184,4.178
arharahy.Tifrunner.gnm1.Arahy.10g00323,92.861,92.155,91.838
arharahy.Tifrunner.gnm1.Arahy.10g00336,22.867,21.893,74.396
arharahy.Tifrunner.gnm1.Arahy.10g00774,15.345,56.937,39.516
arharahy.Tifrunner.gnm1.Arahy.10g01162,27.205,25.629,13.967
arharahy.Tifrunner.gnm1.Arahy.10g01738,0.87,15.976,97.076
arharahy.Tifrunner.gnm1.Arahy.10g01872,12.788,9.258,26.557
arharahy.Tifrunner.gnm1.Arahy.10g01939,35.313,91.781,63.39
arharahy.Tifrunner.gnm1.Arahy.10g01949,83.918,19.796,64.117
arharahy.Tifrunner.gnm1.Arahy.10g02178,22.985,39.65,4.507
arharahy.Tifrunner.gnm1.Arahy.10g02334,7.009,14.392,42.964
arharahy.Tifrunner.gnm1.Arahy.10g02367,21.4,18.489,84.625
arharahy.Tifrunner.gnm1.Arahy.10g02522,4.624,7.748,79.008
arharahy.Tifrunner.gnm1.Arahy.10g02582,15.526,59.034,14.274
arharahy.Tifrunner.gnm1.Arahy.10g02692,1.614,77.916,36.17
arharahy.Tifrunner.gnm1.Arahy.10g02791,75.721,31.14,97.894
arharahy.Tifrunner.gnm1.Arahy.10g02792,19.019,15.283,60.736
arharahy.Tifrunner.gnm1.Arahy.10g02880,36.928,8.695,98.925
arharahy.Tifrunner.gnm1.Arahy.10g03061,66.705,93.529,56.777
arharahy.Tifrunner.gnm1.Arahy.10g03133,89.777,55.699,2.558
arharahy.Tifrunner.gnm1.Arahy.10g03191,80.526,67.687,66.761
arharahy.Tifrunner.gnm1.Arahy.11g00002,80.999,19.814,5.444
arharahy.Tifrunner.gnm1.Arahy.11g00248,54.577,53.85,21.242
arharahy.Tifrunner.gnm1.Arahy.11g00431,99.872,29.406,49.883
arharahy.Tifrunner.gnm1.Arahy.11g00558,45.791,62.37,5.03
arharahy.Tifrunner.gnm1.Arahy.11g00632,97.699,50.578,31.07
arharahy.Tifrunner.gnm1.Arahy.11g00635,39.924,98.054,37.729
arharahy.Tifrunner.gnm1.Arahy.11g00759,30.861,56.201,43.143
arharahy.Tifrunner.gnm1.Arahy.11g00761,68.428,0.487,96.776
arharahy.Tifrunner.gnm1.Arahy.11g00762,63.378,21.036,40.847
arharahy.Tifrunner.gnm1.Arahy.11g00765,15.877,68.228,35.598
arharahy.Tifrunner.gnm1.Arahy.11g00768,72.878,52.938,33.539
arharahy.Tifrunner.gnm1.Arahy.11g00799,18.077,78.713,42.717
arharahy.Tifrunner.gnm1.Arahy.11g00842,57.086,79.276,37.7
arharahy.Tifrunner.gnm1.Arahy.11g00865,56.557,85.028,21.072
arharahy.Tifrunner.gnm1.Arahy.11g01540,91.31,14.275,44.793
arharahy.Tifrunner.gnm1.Arahy.11g01620,81.462,48.784,63.201
arharahy.Tifrunner.gnm1.Arahy.11g01805,30.417,82.791,41.287
arharahy.Tifrunner.gnm1.Arahy.11g02150,54.03,71.761,71.16
arharahy.Tifrunner.gnm1.Arahy.11g02180,47.358,5.485,68.202
arharahy.Tifrunner.gnm1.Arahy.11g02731,46.752,19.244,67.197
arharahy.Tifrunner.gnm1.Arahy.11g02743,24.096,63.803,87.524
arharahy.Tifrunner.gnm1.Arahy.11g02839,97.814,41.619,10.536
arharahy.Tifrunner.gnm1.Arahy.11g02933,35.344,93.734,29.826
arharahy.Tifrunner.gnm1.Arahy.11g03197,72.887,38.634,54.685
arharahy.Tifrunner.gnm1.Arahy.11g03321,98.032,87.009,39.586
arharahy.Tifrunner.gnm1.Arahy.11g03452,50.215,54.89,75.775
arharahy.Tifrunner.gnm1.Arahy.11g03459,74.621,69.54,95.573
arharahy.Tifrunner.gnm1.Arahy.12g00124,94.265,61.607,16.941
arharahy.Tifrunner.gnm1.Arahy.12g00173,97.186,60.407,98.498
arharahy.Tifrunner.gnm1.Arahy.12g00507,88.949,75.391,68.018
arharahy.Tifrunner.gnm1.Arahy.12g01273,79.631,65.001,90.908
arharahy.Tifrunner.gnm1.Arahy.12g01374,36.023,52.014,42.724
arharahy.Tifrunner.gnm1.Arahy.12g01454,70.728,41.709,8.668
arharahy.Tifrunner.gnm1.Arahy.12g01494,66.722,27.307,85.009
arharahy.Tifrunner.gnm1.Arahy.12g01547,97.502,22.786,65.577
arharahy.Tifrunner.gnm1.Arahy.12g01651,86.883,54.446,54.446
arharahy.Tifrunner.gnm1.Arahy.12g01931,12.131,57.93,19.061
arharahy.Tifrunner.gnm1.Arahy.12g02265,46.892,58.562,80.45
arharahy.Tifrunner.gnm1.Arahy.12g02306,64.54,78.999,20.349
arharahy.Tifrunner.gnm1.Arahy.12g02611,96.556,60.247,78.505
arharahy.Tifrunner.gnm1.Arahy.12g02707,63.164,60.992,80.705
arharahy.Tifrunner.gnm1.Arahy.12g02769,9.106,67.345,15.775
arharahy.Tifrunner.gnm1.Arahy.12g02817,93.038,2.78,38.556
arharahy.Tifrunner.gnm1.Arahy.12g02818,9.58,76.438,18.038
arharahy.Tifrunner.gnm1.Arahy.12g02843,0.59,15.329,57.994
arharahy.Tifrunner.gnm1.Arahy.12g02864,36.381,21.625,92.818
arharahy.Tifrunner.gnm1.Arahy.12g02967,24.237,82.597,63.716
arharahy.Tifrunner.gnm1.Arahy.12g03072,68.573,67.889,29.109
arharahy.Tifrunner.gnm1.Arahy.12g03114,0.487,55.331,7.955
arharahy.Tifrunner.gnm1.Arahy.12g03203,48.503,18.359,12.219
arharahy.Tifrunner.gnm1.Arahy.12g03210,59.48,42.645,18.73
arharahy.Tifrunner.gnm1.Arahy.12g03356,83.374,18.293,34.768
arharahy.Tifrunner.gnm1.Arahy.13g00356,1.817,84.817,24.488
arharahy.Tifrunner.gnm1.Arahy.13g00518,66.309,45.65,63.56
arharahy.Tifrunner.gnm1.Arahy.13g00529,39.885,57.53,68.926
arharahy.Tifrunner.gnm1.Arahy.13g00625,0.78,0.57,10.52
arharahy.Tifrunner.gnm1.Arahy.13g00660,58.183,99.768,74.868
arharahy.Tifrunner.gnm1.Arahy.13g00893,95.122,37.622,34.275
arharahy.Tifrunner.gnm1.Arahy.13g01085,95.948,21.257,75.776
arharahy.Tifrunner.gnm1.Arahy.13g01570,93.901,84.994,52.96
arharahy.Tifrunner.gnm1.Arahy.13g01885,25.718,21.872,86.387
arharahy.Tifrunner.gnm1.Arahy.13g01968,90.967,48.096,37.272
arharahy.Tifrunner.gnm1.Arahy.13g01971,7.273,28.468,49.281
arharahy.Tifrunner.gnm1.Arahy.13g01975,43.536,11.527,46.52
arharahy.Tifrunner.gnm1.Arahy.13g01991,62.636,89.791,68.995
arharahy.Tifrunner.gnm1.Arahy.13g02065,45.22,13.337,14.063
arharahy.Tifrunner.gnm1.Arahy.13g02082,96.736,90.611,84.377
arharahy.Tifrunner.gnm1.Arahy.13g02462,5.323,62.324,65.679
arharahy.Tifrunner.gnm1.Arahy.13g02464,73.278,51.967,86.105
arharahy.Tifrunner.gnm1.Arahy.13g02555,54.532,72.709,28.303
arharahy.Tifrunner.gnm1.Arahy.13g02635,71.34,64.151,17.872
arharahy.Tifrunner.gnm1.Arahy.13g03005,20.49,11.326,66.607
arharahy.Tifrunner.gnm1.Arahy.13g03139,1.262,37.466,60.03
arharahy.Tifrunner.gnm1.Arahy.13g03303,71.019,17.795,69.789
arharahy.Tifrunner.gnm1.Arahy.13g03329,54.638,13.883,73.603
arharahy.Tifrunner.gnm1.Arahy.13g03385,35.03,71.14,38.438
arharahy.Tifrunner.gnm1.Arahy.13g03512,36.095,65.554,4.293
arharahy.Tifrunner.gnm1.Arahy.13g03760,16.403,22.024,9.873
arharahy.Tifrunner.gnm1.Arahy.13g04015,46.732,34.632,29.013
arharahy.Tifrunner.gnm1.Arahy.13g04174,52.913,90.536,21.511
arharahy.Tifrunner.gnm1.Arahy.13g04340,89.054,49.411,2.657
arharahy.Tifrunner.gnm1.Arahy.13g04389,74.93,8.344,44.593
arharahy.Tifrunner.gnm1.Arahy.13g04700,11.082,80.32,98.722
arharahy.Tifrunner.gnm1.Arahy.13g04715,46.828,82.934,53.702
arharahy.Tifrunner.gnm1.Arahy.13g05073,73.685,95.308,0.706
arharahy.Tifrunner.gnm1.Arahy.14g00052,31.986,33.309,50.72
arharahy.Tifrunner.gnm1.Arahy.14g00288,87.467,75.401,43.231
arharahy.Tifrunner.gnm1.Arahy.14g00311,23.386,1.574,17.112
arharahy.Tifrunner.gnm1.Arahy.14g00514,61.479,29.887,48.333
arharahy.Tifrunner.gnm1.Arahy.14g00551,80.692,94.282,20.872
arharahy.Tifrunner.gnm1.Arahy.14g00595,85.713,28.291,67.371
arharahy.Tifrunner.gnm1.Arahy.14g00792,36.101,19.739,60.833
arharahy.Tifrunner.gnm1.Arahy.14g00806,28.101,7.426,66.474
arharahy.Tifrunner.gnm1.Arahy.14g01087,2.747,32.235,31.973
arharahy.Tifrunner.gnm1.Arahy.14g01102,52.762,50.18,16.382
arharahy.Tifrunner.gnm1.Arahy.14g01243,29.121,92.909,44.658
arharahy.Tifrunner.gnm1.Arahy.14g01374,23.268,49.657,25.05
arharahy.Tifrunner.gnm1.Arahy.14g01397,45.208,49.214,73.384
arharahy.Tifrunner.gnm1.Arahy.14g02104,55.913,72.608,99.619
arharahy.Tifrunner.gnm1.Arahy.14g02158,65.041,39.27,65.988
arharahy.Tifrunner.gnm1.Arahy.14g02501,83.078,33.974,50.994
arharahy.Tifrunner.gnm1.Arahy.14g02642,32.193,71.789,0.778
arharahy.Tifrunner.gnm1.Arahy.14g02643,49.755,16.342,16.7
arharahy.Tifrunner.gnm1.Arahy.14g02644,64.124,98.19,24.237
arharahy.Tifrunner.gnm1.Arahy.14g02645,72.508,54.85,56.471
arharahy.Tifrunner.gnm1.Arahy.14g02654,11.78,68.96,90.777
arharahy.Tifrunner.gnm1.Arahy.14g02945,13.044,36.101,8.999
arharahy.Tifrunner.gnm1.Arahy.14g02947,15.765,82.642,25.562
arharahy.Tifrunner.gnm1.Arahy.14g02950,42.718,19.545,38.335
arharahy.Tifrunner.gnm1.Arahy.14g02955,3.103,88.579,59.654
arharahy.Tifrunner.gnm1.Arahy.14g03100,36.388,17.877,4.146
arharahy.Tifrunner.gnm1.Arahy.14g03686,31.48,6.614,46.906
arharahy.Tifrunner.gnm1.Arahy.14g03725,71.326,27.317,95.096
arharahy.Tifrunner.gnm1.Arahy.15g00680,80.197,71.902,46.089
arharahy.Tifrunner.gnm1.Arahy.15g00709,66.829,27.152,35.164
arharahy.Tifrunner.gnm1.Arahy.15g00767,81.2,43.993,43.563
arharahy.Tifrunner.gnm1.Arahy.15g00837,51.022,40.554,19.524
arharahy.Tifrunner.gnm1.Arahy.15g01001,65.736,16.353,95.533
arharahy.Tifrunner.gnm1.Arahy.15g01066,79.317,82.946,44.783
arharahy.Tifrunner.gnm1.Arahy.15g01978,66.024,2.524,63.472
arharahy.Tifrunner.gnm1.Arahy.15g02124,54.302,8.025,24.645
arharahy.Tifrunner.gnm1.Arahy.15g02141,98.266,52.122,57.755
arharahy.Tifrunner.gnm1.Arahy.15g02337,91.391,9.98,75.306
arharahy.Tifrunner.gnm1.Arahy.15g02658,84.452,82.095,33.527
arharahy.Tifrunner.gnm1.Arahy.15g02880,40.687,79.573,40.212
arharahy.Tifrunner.gnm1.Arahy.15g02898,43.898,90.212,58.447
arharahy.Tifrunner.gnm1.Arahy.15g02907,33.833,26.797,39.911
arharahy.Tifrunner.gnm1.Arahy.15g02978,2.899,48.394,56.824
arharahy.Tifrunner.gnm1.Arahy.15g03009,79.015,44.985,30.642
arharahy.Tifrunner.gnm1.Arahy.15g03023,7.51,89.95,87.0
arharahy.Tifrunner.gnm1.Arahy.15g03106,46.67,79.853,12.894
arharahy.Tifrunner.gnm1.Arahy.15g03355,15.257,20.564,0.42
arharahy.Tifrunner.gnm1.Arahy.15g03642,70.397,35.001,23.0
arharahy.Tifrunner.gnm1.Arahy.15g03649,45.212,87.398,44.043
arharahy.Tifrunner.gnm1.Arahy.15g03651,65.712,32.26,18.96
arharahy.Tifrunner.gnm1.Arahy.15g03681,14.877,61.727,35.331
arharahy.Tifrunner.gnm1.Arahy.15g03714,58.806,68.972,53.212
arharahy.Tifrunner.gnm1.Arahy.15g03718,52.413,55.563,78.384
arharahy.Tifrunner.gnm1.Arahy.15g03719,36.076,50.203,17.465
arharahy.Tifrunner.gnm1.Arahy.15g03720,45.858,17.14,60.768
arharahy.Tifrunner.gnm1.Arahy.15g03726,94.961,21.496,72.475
arharahy.Tifrunner.gnm1.Arahy.15g03727,70.059,89.175,62.702
arharahy.Tifrunner.gnm1.Arahy.15g03743,16.341,90.114,3.001
arharahy.Tifrunner.gnm1.Arahy.15g03956,81.558,24.268,50.303
arharahy.Tifrunner.gnm1.Arahy.15g03994,66.598,19.545,60.643
arharahy.Tifrunner.gnm1.Arahy.16g00003,52.851,76.579,28.618
arharahy.Tifrunner.gnm1.Arahy.16g00169,28.6,13.532,45.491
arharahy.Tifrunner.gnm1.Arahy.16g00292,58.554,23.252,72.284
arharahy.Tifrunner.gnm1.Arahy.16g00752,39.29,67.703,13.087
arharahy.Tifrunner.gnm1.Arahy.16g00821,23.975,7.744,73.304
arharahy.Tifrunner.gnm1.Arahy.16g00847,41.631,45.397,16.602
arharahy.Tifrunner.gnm1.Arahy.16g00896,97.122,47.332,33.349
